id,date,start_time,end_time,progress,duration,lab,country,userlanguage,minimal_group,dg_min_in_self,dg_min_out_self,dg_min_in_out,dg_nat_in_self,dg_nat_out_self,dg_nat_in_out,dg_fam_in_self,dg_fam_out_self,dg_fam_in_out,dg_min_bias_first,dg_min_bias_third,dg_nat_bias_first,dg_nat_bias_third,dg_fam_bias_first,dg_fam_bias_third,att_min_in,att_min_out,att_min_bias,att_nat_in,att_nat_out,att_nat_bias,att_fam_in,att_fam_out,att_fam_bias,self_esteem,trust_in,trust_out,trust_in_out,trust_institution,horizontal_individualism,vertical_collectivism,permeability,family_tie_importance,family_tie_parental_duties,family_tie_respect_parents,family_tie_sum,embeddedness,attention_general_1,attention_minimal,attention_general_2,pass_attention_general_1,pass_attention_minimal,pass_attention_general_2,pass_attention_total,interpersonaltrust_1,interpersonaltrust_2,interpersonaltrust_3,interpersonaltrust_4,interpersonaltrust_5,interpersonaltrust_6,institutiontrust_1,institutiontrust_2,institutiontrust_3,familytie1,familytie2,familytie3_1,familytie3_2,familytie3_3,familytie3_4,col_ind_1,col_ind_2,col_ind_3,col_ind_4,col_ind_5,col_ind_6,col_ind_7,col_ind_8,col_ind_9,col_ind_10,col_ind_11,col_ind_12,col_ind_13,col_ind_14,gender,age,political_affiliation,political_orientation,income_when16,work_situation,education,marital_status,num_children,num_siblings,num_cousins,residence_wparents,size_of_residence,freq_moving,region_childhood,region_current,comment,mgp_familiarity,mgp_followup,trade_off_1,trade_off_2,trade_off_3,trade_off_4,trade_off_5,trade_off_6,trade_off_7,trade_off_8,trade_off_9,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,gamepayoff,totalmoney
p184,2022-04-04,03:41:12,03:55:24,100,852,01,GBR,EN-GB,N,20,20,10,20,20,0,20,20,20,0,10,0,0,0,20,2.75,2.5,0.25,2.75,5.25,-2.5,5.5,3.75,1.75,4,3.3333333333333335,2.6666666666666665,0.666666666666667,2.3333333333333335,7.666666666666667,2.75,-4.916666666666667,2,1,1,4,4,Somewhat Disagree,L,18,1,0,1,2,4,3,3,2,3,3,3,3,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Not very important,Rather important,Not at all important,Not very important,5,2,2,3,5,8,5,7,8,6,8,2,2,6,Male,55-64,Labour,Somewhat liberal,Average,Unemployed,Completed college / university,Single (never married),0,1,2,No,"More than 500,000 inhabitants",I didn't move,Inner London — West,Inner London — West,I really don't know!,No,NA,1,1,1,4,1,1,5,1,5,£,0.067,attfirst,secondletter,N,L,allocator,20,1.34
p185,2022-04-04,03:40:39,03:56:26,100,946,01,GBR,EN-GB,M,15,15,10,15,15,10,10,15,15,0,10,0,10,5,15,6,4.5,1.5,7,6.5,0.5,7,5.75,1.25,5,3.3333333333333335,3.3333333333333335,0,2.6666666666666665,8,7.25,-0.75,4,2,2,8,18,Somewhat Disagree,M,18,1,1,1,3,4,3,3,2,4,4,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,9,9,9,9,9,9,9,6,5,9,9,2,5,9,Male,25-34,Labour,Moderate,Below average,Employed (full-time),Post-graduate degree,Married,3,6,8,No,"More than 500,000 inhabitants",I moved 3-5 times,West Midlands,West Midlands,How people feel differently towards others who are related and not related and how you share things between these different people,No,NA,3,3,3,3,3,3,3,3,3,£,0.067,attfirst,secondletter,M,K,allocator,15,1.005
p186,2022-04-04,03:27:51,03:56:49,100,1738,01,GBR,EN-GB,H,10,10,10,12,12,10,10,10,12,0,10,0,10,0,12,4.5,4.5,0,5.25,5.5,-0.25,5.75,4.75,1,4,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,6.333333333333333,6.25,-0.08333333333333304,4,1,2,7,32,Somewhat Disagree,H,18,1,1,1,3,4,3,4,3,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,7,4,7,4,7,7,9,5,5,7,7,5,3,6,Female,55-64,Labour,Very liberal,Below average,Employed (part-time),Some college / university,Married,1,0,30,No,"2,000 to 10,000 inhabitants",I didn't move,Merseyside,Merseyside,"Race,religion,family,views and perspectives",No,NA,1,4,3,3,2,4,3,2,4,£,0.067,attfirst,firstletter,H,J,recipient,10,0.67
p187,2022-04-04,03:40:39,03:57:18,100,998,01,GBR,EN-GB,P,20,20,20,20,20,10,20,20,20,0,20,0,10,0,20,4.5,2.5,2,6,4,2,5.75,6,-0.25,4,2.6666666666666665,2.3333333333333335,0.33333333333333304,2.6666666666666665,4.666666666666667,5.25,0.583333333333333,4,1,2,7,7,Somewhat Disagree,P,18,1,1,1,3,3,2,3,2,3,2,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Not very important,7,6,7,8,7,4,5,6,5,3,4,3,4,7,Male,25-34,No affiliation,Moderate,Far below average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),2,0,4,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,"Gloucestershire, Wiltshire and Bristol/Bath area","Gloucestershire, Wiltshire and Bristol/Bath area",All good,No,NA,1,2,2,4,1,2,3,3,4,£,0.067,allofirst,firstletter,P,S,recipient,5,0.335
p188,2022-04-04,03:41:57,03:57:39,100,941,01,GBR,EN-GB,S,12,15,10,15,10,5,17,15,7,3,10,-5,5,-2,7,4.5,3.5,1,3.75,5.5,-1.75,7,6.25,0.75,6,3.6666666666666665,2,1.6666666666666665,2.6666666666666665,8.666666666666666,7.5,-1.166666666666666,4,1,2,7,9,Somewhat Disagree,S,18,1,1,1,3,4,4,3,2,1,3,4,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,9,9,9,5,5,8,3,9,6,5,9,9,4,8,Male,65-74,Other party,Moderate,Far below average,Employed (part-time),Completed college / university,Married,3,2,3,No,"Up to 2,000 inhabitants",I moved once or twice,Eastern Scotland,Eastern Scotland,MY RELATIONSHIP WITH DIFFERENT GROUPS OD PEOPLE AND MY PECEPTION OF THEM,No,NA,1,2,1,3,1,1,5,2,5,£,0.067,allofirst,secondletter,S,P,allocator,10,0.67
p189,2022-04-04,03:40:24,03:58:05,100,1061,01,GBR,EN-GB,K,10,10,10,10,15,15,10,20,20,0,10,5,15,10,20,4,4,0,5.75,4.25,1.5,6.25,4,2.25,5,3.3333333333333335,3,0.3333333333333335,4,7,7,0,4,2,2,8,10,Somewhat Disagree,K,18,1,1,1,3,4,3,3,3,3,3,4,4,4,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,6,7,7,7,7,8,7,6,6,6,7,7,7,6,Male,55-64,Conservative,A little conservative,Below average,Pensioned/Retired,Post-graduate degree,In a relationship (but currently unmarried),1,5,3,No,"More than 100,000 inhabitants",I moved once or twice,Northern Ireland,Northern Ireland,None,No,NA,1,4,4,2,1,5,1,1,5,£,0.067,allofirst,firstletter,K,M,allocator,10,0.67
p190,2022-04-04,03:41:13,03:58:23,100,1029,01,GBR,EN-GB,M,15,15,15,10,16,16,12,16,16,0,15,6,16,4,16,5.5,3.25,2.25,7,2.75,4.25,6.25,4,2.25,1,3.3333333333333335,2,1.3333333333333335,2.3333333333333335,8.333333333333334,8,-0.3333333333333339,4,2,2,8,16,Somewhat Disagree,M,18,1,1,1,3,3,3,4,2,2,2,2,2,3,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,8,7,9,6,7,7,9,9,8,7,9,7,8,9,Male,45-54,Conservative,A little conservative,Average,Other,Some college / university,Single (but married in the past),3,2,10,No,"10,000 to 100,000 inhabitants",I moved once or twice,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",My feelings and attitudes towards people,No,NA,1,4,4,4,1,2,3,1,4,£,0.067,allofirst,secondletter,M,K,recipient,12,0.804
p191,2022-04-04,03:42:24,03:59:09,100,1005,01,GBR,EN-GB,S,10,13,15,13,13,10,10,13,10,3,15,0,10,3,10,6.25,4.5,1.75,5.75,5.25,0.5,6.25,5,1.25,4,3.3333333333333335,2,1.3333333333333335,1.3333333333333333,6.666666666666667,7,0.33333333333333304,4,1,2,7,34,Somewhat Disagree,S,18,1,1,1,3,4,3,3,2,1,3,1,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,8,7,8,5,6,5,7,8,5,7,8,5,7,Male,45-54,No affiliation,Somewhat liberal,Below average,Pensioned/Retired,Completed high school,Married,2,7,24,No,"10,000 to 100,000 inhabitants",I didn't move,Northern Ireland,Northern Ireland,How you treat other people opposed to your family,No,NA,1,5,1,5,1,3,3,3,3,£,0.067,attfirst,secondletter,S,P,allocator,10,0.67
p192,2022-04-04,03:46:03,03:59:40,100,817,01,GBR,EN-GB,P,20,20,10,20,20,10,15,20,15,0,10,0,10,5,15,1.75,1.75,0,6.5,6.25,0.25,7,6.75,0.25,7,3,2.6666666666666665,0.3333333333333335,1,7,8.5,1.5,4,1,2,7,47,Somewhat Disagree,P,18,1,1,1,3,4,1,4,1,3,4,1,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Rather important,9,9,9,9,9,7,9,7,9,9,7,7,7,9,Male,18-24,Labour,Somewhat liberal,Average,Student,Completed high school,Single (never married),0,2,43,Yes,"10,000 to 100,000 inhabitants",More than 10 times,East Anglia,East Anglia,NA,No,NA,3,3,1,5,3,1,5,5,1,£,0.067,attfirst,firstletter,P,S,allocator,20,1.34
p193,2022-04-04,03:36:22,03:59:49,100,1406,01,GBR,EN-GB,S,15,15,15,15,15,17,15,15,15,0,15,0,17,0,15,6,4.5,1.5,5,5,0,5,4.75,0.25,6,3.3333333333333335,3,0.3333333333333335,2,7.333333333333333,6,-1.333333333333333,4,1,2,7,27,Somewhat Disagree,S,18,1,1,1,3,4,3,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Rather important,7,5,7,7,7,7,7,7,7,6,8,5,7,6,Male,65-74,Labour,Moderate,Below average,Pensioned/Retired,Some college / university,Married,3,1,22,No,"2,000 to 10,000 inhabitants",I didn't move,"Northumberland, and Tyne and Wear","Northumberland, and Tyne and Wear",Attitudes to other groups of people,No,NA,2,3,4,2,3,4,2,2,4,£,0.067,allofirst,secondletter,S,P,recipient,5,0.335
p194,2022-04-04,03:39:02,04:02:36,100,1413,01,GBR,EN-GB,H,5,10,10,10,10,10,5,10,15,5,10,0,10,5,15,4.75,5,-0.25,4.75,6.25,-1.5,4,5.25,-1.25,5,3.6666666666666665,3,0.6666666666666665,2.6666666666666665,8.666666666666666,4,-4.666666666666666,3,2,1,6,1,Somewhat Disagree,H,18,1,1,1,3,3,4,4,2,3,4,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Rather important,Very important,Very important,4,6,3,1,7,8,5,9,1,7,9,2,1,9,Male,45-54,Labour,A little liberal,Above average,Employed (full-time),Completed college / university,Married,0,0,0,No,"More than 500,000 inhabitants",I didn't move,Inner London — West,Inner London — West,How you view people.,No,NA,5,2,4,2,5,2,4,5,2,£,0.067,allofirst,firstletter,H,J,recipient,12,0.804
p195,2022-04-04,03:42:13,04:06:00,100,1427,01,GBR,EN-GB,K,15,15,12,12,15,12,12,15,15,0,12,3,12,3,15,5.25,3.5,1.75,6.75,5,1.75,7,4.5,2.5,2,3.6666666666666665,2.6666666666666665,1,2.6666666666666665,6.666666666666667,6.75,0.08333333333333304,4,1,2,7,12,Somewhat Disagree,K,18,1,1,1,3,4,3,4,2,3,3,4,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Not very important,8,7,6,2,9,8,8,4,6,9,8,6,3,7,Male,35-44,Labour,A little liberal,Average,Employed (full-time),Completed college / university,Married,3,2,6,No,"More than 100,000 inhabitants",I didn't move,East Yorkshire and Northern Lincolnshire,East Yorkshire and Northern Lincolnshire,NA,No,NA,1,3,2,4,1,2,3,1,5,£,0.067,allofirst,firstletter,K,M,allocator,15,1.005
p196,2022-04-04,03:41:18,04:06:41,100,1522,01,GBR,EN-GB,S,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4.5,4.5,0,5,4.5,0.5,6.5,4.5,2,2,2.6666666666666665,2,0.6666666666666665,2,5.333333333333333,5,-0.33333333333333304,4,1,1,6,17,Somewhat Disagree,S,18,1,1,1,3,3,2,3,2,2,2,3,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not very important,Very important,6,6,6,5,6,4,6,6,6,3,6,2,5,7,Male,55-64,No affiliation,Moderate,Average,Employed (part-time),Completed high school,Married,2,2,12,No,"More than 500,000 inhabitants",I moved once or twice,Outer London — South,Outer London — South,Bonds,No,NA,1,3,3,3,2,3,3,2,4,£,0.067,attfirst,secondletter,S,P,recipient,5,0.335
p197,2022-04-04,03:42:48,04:11:39,100,1731,01,GBR,EN-GB,H,10,10,10,10,10,10,5,10,15,0,10,0,10,5,15,4.25,4.25,0,4.75,3.75,1,6,4.75,1.25,3,3,2.3333333333333335,0.6666666666666665,1.6666666666666667,4,5.25,1.25,4,1,2,7,12,Somewhat Disagree,H,18,1,1,1,3,3,3,3,2,2,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not at all important,6,4,6,3,7,4,5,6,7,7,2,6,5,8,Male,18-24,No affiliation,Somewhat liberal,Below average,Unemployed,Some college / university,Single (never married),0,3,7,Yes,"10,000 to 100,000 inhabitants",I moved 3-5 times,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",I think this study was about seeing how people favour different groups.,No,NA,1,2,4,2,1,4,3,1,5,£,0.067,allofirst,firstletter,H,J,allocator,10,0.67
p198,2022-04-04,03:41:39,04:14:15,100,1955,01,GBR,EN-GB,K,15,20,15,15,15,10,15,19,19,5,15,0,10,4,19,4.5,3,1.5,5.5,4.5,1,5.25,3.25,2,3,3.6666666666666665,3,0.6666666666666665,1.6666666666666667,6,5.25,-0.75,4,1,2,7,6,Somewhat Disagree,K,18,1,1,1,3,4,3,4,3,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Not very important,7,6,3,3,3,5,6,7,5,2,6,6,3,6,Male,45-54,Labour,Somewhat liberal,Above average,Employed (full-time),Completed college / university,Married,2,1,2,No,"More than 500,000 inhabitants",I didn't move,Greater Manchester,Greater Manchester,NA,No,NA,2,2,3,4,1,1,4,2,4,£,0.067,attfirst,firstletter,K,M,recipient,12,0.804
p199,2022-04-04,03:30:17,04:16:41,100,2783,01,GBR,EN-GB,K,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4.25,4.75,-0.5,5,5.25,-0.25,5.25,4.75,0.5,2,2.6666666666666665,2.6666666666666665,0,1.6666666666666667,7.666666666666667,6,-1.666666666666667,4,1,2,7,10,Somewhat Disagree,M,18,1,0,1,2,3,2,3,2,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,6,8,5,5,7,8,6,8,5,6,7,5,5,6,Male,35-44,Labour,Somewhat liberal,Below average,Employed (part-time),Post-graduate degree,Married,2,1,6,No,"10,000 to 100,000 inhabitants",I moved once or twice,Outer London — East and North East,Outer London — East and North East,NA,No,NA,1,4,3,4,2,2,4,3,3,£,0.067,allofirst,firstletter,K,M,allocator,10,0.67
p200,2022-04-04,04:30:15,04:48:34,100,1098,01,GBR,EN-GB,J,10,15,15,10,18,18,10,18,15,5,15,8,18,8,15,5.5,4.25,1.25,6.25,4,2.25,5.25,4.25,1,5,3.6666666666666665,2.6666666666666665,1,2.6666666666666665,7,6,-1,4,1,2,7,7,Somewhat Disagree,J,18,1,1,1,3,4,3,4,2,3,3,3,2,3,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Not very important,7,6,7,5,7,7,5,7,6,6,7,6,6,5,Female,45-54,Conservative,Conservative,Below average,Employed (part-time),Completed college / university,Married,2,0,4,No,"2,000 to 10,000 inhabitants",I moved once or twice,Cheshire,Cheshire,Not sure,No,NA,1,4,3,4,2,3,3,2,4,£,0.067,allofirst,secondletter,J,H,recipient,5,0.335
p201,2022-04-04,08:09:19,08:16:01,100,401,01,USA,EN,J,10,10,10,10,10,10,10,10,15,0,10,0,10,0,15,5,3.5,1.5,4.75,4.75,0,5.75,4.25,1.5,6,3,3,0,2,7.333333333333333,5.5,-1.833333333333333,3,1,2,6,12,Somewhat Disagree,J,18,1,1,1,3,3,3,3,3,3,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Rather important,7,6,6,7,8,7,6,7,7,8,8,4,6,8,Female,35-44,Democrat,Very liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),2,1,8,No,"Up to 2,000 inhabitants",I moved 3-5 times,Ohio,Georgia,NA,No,NA,1,1,5,1,1,1,5,1,5,$,0.1,attfirst,secondletter,J,H,allocator,10,1
p202,2022-04-04,08:06:07,08:25:46,100,1179,01,USA,EN,P,10,12,12,12,13,11,10,14,12,2,12,1,11,4,12,4.75,4.25,0.5,5.5,4.5,1,6.25,4.5,1.75,4,3.6666666666666665,3,0.6666666666666665,2.3333333333333335,5.666666666666667,6.25,0.583333333333333,4,1,2,7,6,Somewhat Disagree,P,18,1,1,1,3,4,3,4,3,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,7,6,6,4,6,5,7,6,4,4,6,6,6,8,Male,25-34,No affiliation,A little liberal,Average,Student,Completed college / university,Married,0,1,4,No,"More than 500,000 inhabitants",I moved 3-5 times,California,Nebraska,Assessing how much patriotic ties approximate family ties in willingness to sacrifice for fellow Americans and perceive them as a favored group,No,NA,4,1,4,2,1,1,5,3,4,$,0.1,attfirst,firstletter,P,S,recipient,10,1
p203,2022-04-04,08:15:49,08:32:08,100,979,01,USA,EN,P,20,20,10,20,20,10,18,20,10,0,10,0,10,2,10,2.5,2.5,0,4.75,5,-0.25,6,5.25,0.75,3,2.6666666666666665,2.3333333333333335,0.33333333333333304,2.6666666666666665,7.666666666666667,4.75,-2.916666666666667,4,1,2,7,20,Somewhat Disagree,P,18,1,1,1,3,3,2,3,1,3,3,3,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Very important,Rather important,7,3,7,8,5,7,6,9,7,5,7,3,8,6,Female,25-34,No affiliation,Moderate,Below average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,1,18,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,Georgia,Georgia,N/a,No,NA,4,3,2,4,3,1,3,4,2,$,0.1,allofirst,firstletter,P,S,recipient,10,1
p204,2022-04-04,08:17:28,08:33:40,100,972,01,USA,EN,N,15,10,10,10,15,10,10,15,16,-5,10,5,10,5,16,5.5,4,1.5,6,4.25,1.75,6.5,5.5,1,4,3,2.3333333333333335,0.6666666666666665,2.3333333333333335,6,5.25,-0.75,4,1,2,7,8,Somewhat Disagree,N,18,1,1,1,3,3,2,4,1,3,3,2,3,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Rather important,3,4,8,5,6,5,8,9,8,5,4,1,6,9,Female,25-34,Other party,Moderate,Average,Employed (part-time),Some college / university,Single (never married),0,2,5,No,"10,000 to 100,000 inhabitants",I moved once or twice,Maryland,Maryland,Thank you for giving me the opportunity to complete this study.,No,NA,1,1,3,4,3,2,4,2,4,$,0.1,allofirst,secondletter,N,L,allocator,10,1
p205,2022-04-04,08:36:38,08:46:56,100,617,01,USA,EN,M,10,10,10,10,10,10,10,20,20,0,10,0,10,10,20,3.25,3,0.25,5.25,5.25,0,4.75,4.25,0.5,6,3,1.6666666666666667,1.3333333333333333,1.3333333333333333,8.333333333333334,5.75,-2.583333333333334,4,1,2,7,15,Somewhat Disagree,M,18,1,1,1,3,4,2,3,1,1,3,2,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not at all important,Very important,7,7,9,4,6,8,5,9,6,6,8,2,4,8,Female,18-24,No affiliation,Somewhat liberal,Below average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,4,10,No,"2,000 to 10,000 inhabitants",I moved once or twice,Pennsylvania,Pennsylvania,N/A,No,NA,1,3,2,3,1,2,4,1,5,$,0.1,attfirst,secondletter,M,K,recipient,10,1
p206,2022-04-04,08:34:35,08:49:34,100,899,01,USA,EN,H,20,20,15,20,20,15,20,15,10,0,15,0,15,-5,10,5.5,2.5,3,7,5.75,1.25,6,6,0,5,2.6666666666666665,2.3333333333333335,0.33333333333333304,1.6666666666666667,8.666666666666666,7,-1.666666666666666,3,1,2,6,4,Somewhat Disagree,H,18,1,1,1,3,3,2,3,1,3,3,2,2,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Very important,Very important,7,8,7,6,9,8,9,9,6,8,9,4,4,7,Female,25-34,Republican,A little conservative,Below average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),1,0,2,No,"More than 100,000 inhabitants",I moved once or twice,Florida,Florida,"It was about how people feel about their own groups, (assigned in the survey or in real life) and whether they are more likely to give to their group, themselves or the other group.
",No,NA,4,4,3,3,4,4,2,4,3,$,0.1,attfirst,firstletter,H,J,allocator,20,2
p207,2022-04-04,08:39:36,08:50:09,100,632,01,USA,EN,L,19,20,10,18,20,15,10,20,15,1,10,2,15,10,15,3,2.5,0.5,5.25,3,2.25,6.25,5.25,1,5,3.3333333333333335,2.6666666666666665,0.666666666666667,2.6666666666666665,6.666666666666667,6.25,-0.41666666666666696,4,2,2,8,18,Somewhat Disagree,L,18,1,1,1,3,4,2,4,2,3,3,3,3,2,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Not very important,Rather important,2,7,6,9,6,7,5,7,9,2,6,7,4,7,Male,35-44,Republican,Conservative,Below average,Employed (full-time),Completed college / university,Married,2,2,13,No,"10,000 to 100,000 inhabitants",I didn't move,Texas,Texas,"It seems like it was about the preferences of one's family vs. one's nation vs. others. 

Also, I didn't move forward with it, but it seemed like you could input negative numbers when allocating the 20 points.",No,NA,1,1,2,3,2,1,2,1,5,$,0.1,allofirst,firstletter,L,N,allocator,20,2
p208,2022-04-04,08:42:03,08:54:45,100,762,01,USA,EN,N,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,4,3.5,0.5,6,6,0,5.75,5.5,0.25,3,3,2.6666666666666665,0.3333333333333335,2,8.666666666666666,7.5,-1.166666666666666,3,1,2,6,13,Somewhat Disagree,N,18,1,1,1,3,3,3,3,3,2,3,2,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Not very important,Not at all important,Rather important,3,8,8,8,8,9,9,9,4,9,8,5,4,9,Male,35-44,No affiliation,Moderate,Far below average,Employed (full-time),Completed high school,Married,5,4,3,No,"Up to 2,000 inhabitants",I moved once or twice,Idaho,Idaho,Unsure. Thanks it went well.,No,NA,1,2,2,4,1,2,5,1,4,$,0.1,attfirst,secondletter,N,L,recipient,10,1
p209,2022-04-04,09:04:37,09:12:17,100,460,01,USA,EN,P,10,10,10,10,10,10,10,20,20,0,10,0,10,10,20,4,3.5,0.5,6,5.5,0.5,6.5,4,2.5,4,3,2,1,1.6666666666666667,6.333333333333333,2.5,-3.833333333333333,4,1,2,7,32,Somewhat Disagree,P,18,1,1,1,3,4,2,3,2,2,2,1,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,2,5,2,2,7,6,2,5,2,8,8,1,2,8,Female,25-34,Democrat,Somewhat liberal,Above average,Employed (full-time),Completed college / university,Married,3,1,27,No,"More than 100,000 inhabitants",I moved 3-5 times,Illinois,Texas,NA,No,NA,1,2,2,3,1,3,3,1,5,$,0.1,attfirst,firstletter,P,S,recipient,10,1
p210,2022-04-04,08:40:25,09:13:52,100,2006,01,USA,EN,M,10,10,10,10,10,10,10,10,12,0,10,0,10,0,12,7,6.5,0.5,7,7,0,7,6.75,0.25,3,3.6666666666666665,2.6666666666666665,1,1.6666666666666667,8,4,-4,4,1,2,7,7,Somewhat Disagree,M,18,1,1,1,3,4,3,4,2,3,3,1,2,2,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Very important,Very important,6,3,7,9,6,6,5,9,5,7,9,1,3,9,Male,18-24,Democrat,Very liberal,Average,Student,Completed college / university,Single (never married),0,2,4,No,"10,000 to 100,000 inhabitants",I moved once or twice,Texas,Texas,N/A,No,NA,4,1,4,1,1,1,5,3,3,$,0.1,allofirst,secondletter,M,K,allocator,10,1
p211,2022-04-04,08:53:45,09:15:26,100,1300,01,USA,EN,H,10,0,0,10,0,0,0,10,10,-10,0,-10,0,10,10,6,6,0,5.25,6,-0.75,6.25,5.5,0.75,4,3.6666666666666665,3,0.6666666666666665,1,5.666666666666667,4.5,-1.166666666666667,3,1,1,5,16,Somewhat Disagree,H,18,1,1,1,3,4,3,4,3,3,3,1,1,1,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Rather important,Very important,Not very important,Very important,8,8,8,1,7,4,1,6,1,8,7,1,1,7,Female,75 or above,Democrat,Very liberal,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,5,10,No,"More than 500,000 inhabitants",I moved 3-5 times,Kentucky,Kentucky,How we treat those who are similar to us in blood/values vs not. What our values are and how those align to how we do acts of service.,No,NA,1,2,3,3,1,1,5,2,5,$,0.1,allofirst,firstletter,H,J,recipient,10,1
